"","nickname","season","gamescore","impact","survive","efficiency","objective","n","classes","div"
"609","tonberry",15,52.9001086764179,0.475138788214164,0.477214949400127,0.561212215875208,0.501336506506855,4,"soldier","prem"
"610","fwishy",19,52.8732153959967,0.462814705221428,0.533436266570267,0.554341451563787,0.506109246892629,18,"scout","prem"
"611","Pudon",24,52.8659591220143,0.461396471399912,0.477331757480277,0.653790887399696,0.414471342357025,6,"soldier","inter"
"612","weed liz",28,52.857861170178,0.597007374890628,0.663105072335796,0.60909927529897,0.595982801750316,16,"medic","high"
"613","mad",23,52.8573199149502,0.405611388186209,0.656290272035931,0.631217519710205,0.473255038288039,17,"soldier","prem"
"614","hazel",24,52.820130487393,0.471643089838541,0.531292979768736,0.441741484990589,0.547294546554226,16,"scout","inter"
"615","whiscash",15,52.8106377397195,0.477004304485033,0.536863346578206,0.492367739816347,0.59315838908499,14,"scout","prem"
"616","sao",28,52.8091933118952,0.536233354275542,0.425709027806095,0.44619189166325,0.433365082713853,5,"demoman","prem"
"617","conor",28,52.7977213001002,0.457334963902913,0.531838523494699,0.591082412083447,0.411797736469167,12,"scout","prem"
"618","Zato",14,52.7928627145891,0.453412695431886,0.569930379602883,0.526144011814598,0.454133589549816,9,"soldier","prem"
"619","Tesla",25,52.7913179754147,0.508717653310198,0.66163256985896,0.364889247848951,0.550029525560383,8,"soldier","inter"
"620","krollic",24,52.7853870970034,0.403563268867866,0.601412111535997,0.534185209714565,0.634725648566357,20,"soldier","prem"
"621","silvo",26,52.7690441345256,0.456286409823941,0.626532261502442,0.446008929752924,0.543729237350785,20,"soldier","prem"
"622","frydog",29,52.7327273039284,0.448799046328638,0.60091160498681,0.460669981505971,0.668226118976355,10,"demoman","inter"
"623","Gooseman",25,52.7215811814818,0.526646763490183,0.342396101787834,0.595238977734507,0.400592876444929,3,"soldier","prem"
"624","berko",23,52.6891968581261,0.514737209198385,0.445857608403202,0.594631344242061,0.406297761714625,13,"soldier","prem"
"625","pav",26,52.6591061008734,0.471289254305842,0.429626637854097,0.712426258948264,0.260618509829411,2,"scout","inter"
"626","rintincan -pt",29,52.6503778139629,0.454529279606057,0.506128780078106,0.517020760922417,0.325471577901526,8,"soldier","high"
"627","ohai",20,52.6348035446181,0.467034569277078,0.529426735183188,0.507164739931006,0.638756413039525,4,"scout","prem"
"628","iven",26,52.6347815284714,0.435201883108902,0.591058366150047,0.702955020609967,0.610012158652573,2,"medic","prem"
"629","whiscash",28,52.6337538039069,0.434149147875654,0.661315514657207,0.38293361924122,0.554934103812659,21,"scout","high"
"630","Paulsen",18,52.6164006063514,0.567533256526008,0.371786549496147,0.457510827859379,0.519445424373786,17,"demoman","prem"
"631","Paulsen",22,52.5568697015298,0.530820333178441,0.464282292388246,0.454921210024122,0.548959219602333,17,"soldier","prem"
"632","Sam.",14,52.5451819575272,0.498063481651981,0.470313534784507,0.499227562674089,0.542432886881856,19,"scout","prem"
"633","Sam.",18,52.5353412831255,0.466811046627829,0.568339117922638,0.530384952269246,0.518356783166382,6,"scout","prem"
"634","feyn",19,52.476604713273,0.418470520332128,0.61382820965536,0.527077318964733,0.495553711163145,12,"soldier","prem"
"635","arnold",24,52.4755629238561,0.530645486671323,0.535460596925715,0.52361691095613,0.568383860847096,15,"medic","prem"
"636","lau",21,52.4094702937889,0.531977748350896,0.575422160972289,0.575678944539019,0.614002888135409,11,"medic","prem"
"637","beni",26,52.3749632084668,0.366224489196454,0.680380387943036,0.555447950189968,0.574034465225521,20,"scout","inter"
"638","Dip",28,52.3509845780236,0.358901108904547,0.75410789067567,0.520840834107624,0.564831156182858,14,"soldier","inter"
"639","Reffic",26,52.3176802730143,0.49549725566479,0.560344066460241,0.38856477612395,0.496599278590235,11,"scout","inter"
"640","Sean",22,52.308057303519,0.539310089994217,0.588912171131058,0.532710007319656,0.594277346076425,16,"medic","prem"
"641","Doge.exe has stopped working",21,52.2975319982653,0.4862012717801,0.510235426409151,0.527951609065962,0.49718888583812,21,"demoman","prem"
"642","lock",22,52.2321126530662,0.524554911317819,0.574752849791711,0.510155250067402,0.556120635256825,19,"medic","prem"
"643","2345y",29,52.2025137824935,0.408160524683468,0.589218041410768,0.386070421161027,0.61760100632395,6,"soldier","high"
"644","weed liz",24,52.192461472827,0.518167903028733,0.623194757949443,0.644008066415498,0.448725814412883,10,"medic","inter"
"645","kcaj",28,52.1903263225085,0.434506602219982,0.593516017062282,0.418695211321804,0.552513427718544,13,"scout","inter"
"646","iven",25,52.1436638825427,0.542083488575558,0.535028350588831,0.477048256202121,0.527311458561751,15,"medic","prem"
"647","ceekay",29,52.1425623383512,0.385411598795818,0.738059930267334,0.575924892975288,0.567787440138553,4,"scout","prem"
"648","Johnny",25,52.1233144679963,0.507539434885877,0.434979329903668,0.48715745201365,0.477659093153999,11,"demoman","prem"
"649","paray",29,52.1094532161526,0.467654747559089,0.507910452643727,0.601293358237944,0.469781298939536,6,"soldier","inter"
"650","mop",22,52.1082453938847,0.552511272884521,0.470285284771348,0.375598571191581,0.521216327692833,8,"soldier","prem"
"651","tonberry",17,52.0766286514183,0.651752978030581,0.332889912621869,0.366291152645002,0.497990870802854,6,"soldier","prem"
"652","munch",24,52.0708027491129,0.555000304112973,0.538761150185891,0.575459286596766,0.544376778356499,14,"medic","inter"
"653","Bread",29,52.037080584708,0.407046927725468,0.614650696998438,0.394685289651118,0.541984313951318,6,"soldier","high"
"654","deft",22,52.028601072694,0.451539045443208,0.675604227680318,0.420198903703149,0.530183086926605,15,"demoman","prem"
"655","Yui",25,52.0254877465767,0.604004934392457,0.449688804773679,0.315452908615724,0.387602644054369,3,"scout","prem"
"656","huffy",28,52.0229380478089,0.389349421767513,0.691219198786257,0.492895999153426,0.525127121480415,12,"demoman","inter"
"657","iven",22,52.0060579760513,0.572457637621217,0.561230527945081,0.555265968426127,0.46315945247266,4,"soldier","prem"
"658","Mercyless",15,51.9854270635033,0.457302810443885,0.501642113176814,0.502306627765241,0.568468667243931,18,"soldier","prem"
"659","durc",24,51.9529746947655,0.417100427660161,0.633935128259746,0.4340743929402,0.634117527608678,4,"demoman","prem"
"660","feyn",25,51.9321514715341,0.428367255854213,0.545963640382137,0.535095571963246,0.538245574278487,15,"soldier","prem"
"661","drat",24,51.91115079702,0.519647190919576,0.494980335662011,0.447776874007679,0.46000212947837,12,"demoman","inter"
"662","Bunneez",16,51.8854180210538,0.338029323873144,0.721721799517964,0.711058505240607,0.674777941810511,2,"medic","prem"
"663","Vanquish",23,51.8514946251675,0.584296975874678,0.348333458290851,0.527773400805052,0.403961965670531,10,"scout","prem"
"664","lock",19,51.8294788174479,0.340455999691953,0.729801598214281,0.713015417260803,0.573179790378716,22,"medic","prem"
"665","Mori",29,51.8068210310331,0.547121526120516,0.427794887277386,0.545654863003903,0.269031998572134,2,"demoman","inter"
"666","Paulsen",17,51.7948201511948,0.591036722631881,0.329236111203801,0.554341977605262,0.468207866210637,7,"scout","prem"
"667","dauq",25,51.7687341938942,0.598161447485271,0.349618770057404,0.392969499607333,0.439284827409851,4,"scout","prem"
"668","tiMe",29,51.7670901301969,0.492340657044377,0.540949009773181,0.389886629477268,0.483886323542002,8,"scout","inter"
"669","spj",18,51.7395067332972,0.543269285397644,0.399157104315965,0.47131153552533,0.504466716344413,12,"scout","prem"
"670","K1ng",25,51.6881966687452,0.570623535083362,0.342602261293228,0.452861665612295,0.5615062027465,18,"demoman","inter"
"671","down",22,51.67668630982,0.532979142533793,0.417492574297344,0.51312587878891,0.451914987746346,14,"demoman","prem"
"672","Ravu4",26,51.6681126435004,0.560810129446177,0.525603036418051,0.594600813097701,0.584792093685617,20,"medic","inter"
"673","ayr",28,51.6385856251985,0.430183823063637,0.56611425357104,0.441067063262461,0.498247064245846,19,"soldier","high"
"674","quid",23,51.6272493351648,0.570549107500089,0.345973130478025,0.52183335827132,0.38590151166342,11,"demoman","prem"
"675","Ampersand",16,51.6173060546707,0.481924248506368,0.499212020749088,0.614432815505916,0.540775969983397,17,"medic","prem"
"676","Hirast",29,51.5989373512929,0.382163731358455,0.51569257713108,0.686921866359842,0.477158750867407,6,"scout","inter"
"677","Alex",26,51.5428112395984,0.401029336198752,0.537767975726661,0.717862714574866,0.480764513060984,4,"soldier","inter"
"678","fwishy",21,51.5276520383434,0.54840918172661,0.377240548820005,0.496783521780317,0.472855927561309,12,"scout","prem"
"679","Sean",26,51.4771479090881,0.512434820356077,0.513529804437472,0.529210591132191,0.540620516675896,14,"medic","prem"
"680","weaponfire",26,51.4561738181539,0.459239667594859,0.500052642502619,0.448968059251476,0.603814382765491,20,"scout","inter"
"681","dogroll",26,51.4470009259352,0.505313977076019,0.497821199160433,0.433867599170814,0.430051724191381,13,"demoman","prem"
"682","rem",26,51.4457643709117,0.511796108524744,0.654006494299676,0.593419492800778,0.532484218072465,22,"medic","inter"
"683","ransibling",15,51.4456975051062,0.424136023807064,0.489896947150086,0.570072819482213,0.568561142232592,8,"soldier","prem"
"684","Ben",21,51.4377737928842,0.520856663997232,0.461402173623902,0.461655253021976,0.453217919226514,14,"soldier","prem"
"685","Big-Dad",16,51.4360642071739,0.452406086517952,0.491317453716259,0.615615208820693,0.325847467490883,8,"soldier","prem"
"686","kl",26,51.4253658895009,0.550196500976551,0.459303417902656,0.470569089404507,0.376743701631032,12,"soldier","inter"
"687","dev.",29,51.4216587348091,0.309013302127384,0.821147236807611,0.545968114816535,0.347963789479635,2,"scout","high"
"688","kELlEr",19,51.3991372400321,0.354816677789972,0.618496871749626,0.761338853677962,0.547213441788645,6,"medic","prem"
"689","JD",28,51.2735831747694,0.512928765801267,0.441136538759722,0.607081664849509,0.363997583473841,4,"soldier","prem"
"690","lexx",29,51.2695873682472,0.43579279223266,0.585592664186168,0.518940763353194,0.552484824602562,9,"soldier","prem"
"691","samson",28,51.2471237855062,0.472844417898297,0.660209860177221,0.700216036089818,0.812435387633066,2,"medic","high"
"692","Vanquish",28,51.2411219237708,0.470668104803382,0.57049383342503,0.425166141728035,0.465354157095414,9,"scout","prem"
"693","heebs",20,51.2354173961046,0.474751780595897,0.514907686838609,0.474684556181342,0.546704253701512,13,"scout","prem"
"694","Poeyy",28,51.2164273188844,0.572881296274855,0.641122823085948,0.680197382565836,0.386118831491692,4,"medic","high"
"695","pause",17,51.2134721287833,0.479587388926178,0.501614466770883,0.601857368659899,0.451732189215437,7,"soldier","prem"
"696","Shifta",18,51.1627696471166,0.4933391384903,0.450745943454542,0.497875580302457,0.451608554177,16,"soldier","prem"
"697","abender",20,51.1405166273884,0.39868756982083,0.667958462371287,0.357906878997998,0.758563446105419,2,"soldier","prem"
"698","Elmo.",28,51.1386632222238,0.477339823402637,0.453596462205006,0.444847132725456,0.536234570898197,16,"soldier","prem"
"699","seraph",24,51.1038447616792,0.484144667067791,0.411704364125556,0.521050561778018,0.520735838945167,16,"demoman","inter"
"700","maz",27,51.0996031534894,0.547919408372044,0.367617164134782,0.497976501390914,0.44346677608823,4,"demoman","inter"
"701","mix",29,51.0920647387124,0.39831778862391,0.688608580464111,0.400461429525041,0.351389142115705,8,"soldier","high"
"702","starbucks",18,51.0629464607909,0.37921785624448,0.614725649042801,0.541109529978183,0.679086338551987,2,"scout","prem"
"703","mop",16,51.0117535387027,0.490769852145713,0.49146686449912,0.451464814284745,0.474866790332045,4,"scout","prem"
"704","gnat",14,50.9881499845032,0.423163859889004,0.537587729283756,0.565169291616876,0.412926313768657,14,"soldier","prem"
"705","catfish",26,50.983577865257,0.542439291368397,0.295285724245862,0.598872576152745,0.25702971116073,11,"scout","inter"
"706","feyn",22,50.9649857310096,0.573218622353524,0.410533765915005,0.408850323028149,0.372661564751199,12,"soldier","prem"
"707","dauq",26,50.956950449446,0.466106982705485,0.55351672589096,0.485294691053802,0.460568212693581,16,"scout","prem"
"708","jacc",24,50.9429799033858,0.456955533929893,0.485835645543778,0.459304898380033,0.512268626654765,12,"scout","inter"
"709","sadgasm",18,50.9070261594889,0.440288854944922,0.545662892043678,0.492504989183938,0.591803437739312,6,"scout","prem"
"710","Mirimu",27,50.9013095796719,0.48225729630869,0.539785552033887,0.583580302898504,0.415027842496528,10,"medic","prem"
"711","Mirimu",23,50.8961048912379,0.53009101328343,0.535961119883663,0.600194922846138,0.415004315744613,6,"medic","prem"
"712","benjay",18,50.8921539569848,0.361758318673428,0.715525648739662,0.502549758240044,0.62299451203395,1,"scout","prem"
"713","Trumpet",26,50.8902087303535,0.490527899997159,0.540357653404907,0.369114638727504,0.506828527029226,4,"soldier","prem"
"714","Geoh",25,50.8766542297229,0.561181567154697,0.307693527458171,0.436285974784911,0.491370481216726,15,"scout","prem"
"715","munch",27,50.8759324442031,0.558635071657859,0.538910845405606,0.591033049174022,0.440168341860205,6,"medic","inter"
"716","Spade",27,50.8577417118609,0.509005626271188,0.473776676467141,0.340103893878737,0.591423753577112,20,"soldier","prem"
"717","Yauch",23,50.8543182013976,0.533234078477537,0.403093513023785,0.527650586492933,0.455157532254551,5,"scout","prem"
"718","pause",15,50.8500139033256,0.502807050147909,0.421909754304104,0.536468696988638,0.319122189023512,12,"soldier","prem"
"719","Shakey",29,50.8440237611265,0.255824794950113,0.650443735352071,0.727099517257504,0.467281791864441,6,"soldier","high"
"720","lock",18,50.8195892843084,0.438531088224815,0.519684858464228,0.583026167158657,0.566712819072737,20,"medic","prem"
"721","sentar",29,50.7916409198433,0.509872335791871,0.627057657754108,0.559026111041733,0.503883915033663,4,"medic","inter"
"722","iven",27,50.7845783237676,0.458561049583307,0.541066663571141,0.570144278193445,0.536063500886273,10,"medic","prem"
"723","Bonk",24,50.7825054740918,0.514244606445132,0.371165259499178,0.555187844194992,0.386376263262322,8,"soldier","inter"
"724","phantasm",15,50.7813057350863,0.504650742121356,0.427616745111817,0.442511045643631,0.470823973709269,4,"demoman","prem"
"725","kcaj",22,50.7749277813047,0.499980975131617,0.629060105477711,0.285843906130895,0.550972937670375,4,"scout","prem"
"726","boner activated",24,50.7411242366568,0.432144268838445,0.494193257663636,0.565037527288728,0.410838287559754,4,"demoman","inter"
"727","Rogue",29,50.7376607471191,0.416094690065033,0.637845962955727,0.556401237656595,0.252250980936763,2,"scout","inter"
"728","Michael",29,50.7372831768652,0.556402764503716,0.59256742648553,0.542414125123416,0.515401077980546,4,"medic","high"
"729","Tricka",25,50.6873916467987,0.489422332475678,0.586858019667835,0.367058340873391,0.628410369580579,16,"soldier","inter"
"730","smokey.",29,50.6812816116812,0.481869965552564,0.458395299525767,0.392396736918815,0.73868206613468,6,"demoman","inter"
"731","prankmonkey",29,50.65689226013,0.425849343975001,0.621361754144684,0.464627102116313,0.491494555356324,10,"demoman","prem"
"732","Rei",29,50.6381243128799,0.524413437168559,0.507889949088947,0.457929261657279,0.391765292517562,8,"scout","prem"
"733","down",26,50.5632472986644,0.39702105485705,0.659060572413959,0.625088110621211,0.578618723341763,25,"soldier","prem"
"734","Yop.",26,50.5252704100589,0.57418886722472,0.268556371941371,0.534223267443173,0.265234766405508,2,"demoman","prem"
"735","conflux",27,50.5197376134752,0.506859157187635,0.577376466130521,0.667842453432335,0.395580365579556,4,"medic","inter"
"736","phrax",16,50.512391442085,0.412508998471182,0.551067138900194,0.451431010782229,0.727857421012558,2,"scout","prem"
